ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
IE00BFNM3B99,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),SLMA,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BFNM3C07,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),SLMB,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
IE00BFNM3D14,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),SLMC,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BFNM3F38,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),SLMD,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
IE00BFNM3L97,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),SGAJ,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
IE00BFNM3M05,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),SODJ,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental"
IE00BFNM3G45,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),SGAS,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BFNM3H51,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),SLUS,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BFNM3J75,iShares MSCI World ESG Screened UCITS ETF USD (Acc),SNAW,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BFNM3K80,iShares MSCI World ESG Screened UCITS ETF USD (Dist),S6DW,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
LU1829218319,Lyxor Barclays Floating Rate Euro 0-7Y UCITS ETF - Acc,NK4L,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Corporate,5-7"
LU1812090543,Lyxor ESG Euro High Yield (DR) UCITS ETF,LYQY,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
LU1829218822,Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF - Acc,LYBF,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
LU1829219127,Amundi EUR Corporate Bond Climate Net Zero Ambition PAB UCITS ETF Acc,LYEB,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
LU1686830065,Amundi Euro Corp 0-1Y ESG - UCITS ETF DR (D),LCVB,ETF,"0,08%",Distributing,EUR,"Bonds,World,Corporate,0-3"
LU1686830909,Lyxor iBoxx USD Liquid Emerging Markets Sovereign UCITS ETF - Dist,LYQS,ETF,"0,30%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
DE000A0Q4R85,iShares MSCI Brazil UCITS ETF (DE) (Acc),4BRZ,ETF,"0,28%",Accumulating,USD,"Equity,Brazil"
LU1861132840,Amundi STOXX Global Artificial Intelligence UCITS ETF (C),GOAI,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
IE00BYYW2V44,SPDR S&P 500 EUR Hdg UCITS ETF (Acc),SPPE,ETF,"0,12%",Accumulating,EUR,"Equity,UnitedStates"
LU1861137484,Amundi Index MSCI Europe SRI PAB UCITS ETF DR (C),MIVB,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
LU1861136247,Amundi Index MSCI USA SRI PAB UCITS ETF DR (C),GNAR,ETF,"0,18%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
LU1861134382,Amundi Index MSCI World SRI PAB UCITS ETF DR (C),XAMB,ETF,"0,18%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BG0J4841,iShares Digital Security UCITS ETF USD (Dist),IS4S,ETF,"0,40%",Distributing,EUR,"Equity,World,Technology,Cybersecurity"
LU1829219390,Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc,LYBK,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
LU1829219556,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 1-3Y (DR) UCITS ETF - Acc,LYS4,ETF,"0,17%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
LU1829219713,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 3-5Y (DR) UCITS ETF - Acc,LYS5,ETF,"0,17%",Accumulating,EUR,"Bonds,Europe,Government,3-5"
LU1832418773,Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (EUR),LMWE,ETF,"0,45%",Distributing,EUR,"RealEstate,World"
LU1829220216,Lyxor MSCI All Country World UCITS ETF - Acc (EUR),LYY0,ETF,"0,45%",Accumulating,EUR,"Equity,World"
IE00BFMKQ930,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C – EUR Hedged,XYLE,ETF,"0,30%",Accumulating,EUR,"Bonds,World,Corporate,3-5"
LU1875395870,Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,XDJE,ETF,"0,19%",Distributing,EUR,"Equity,Japan"
IE00BGJWX091,Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,XDPD,ETF,"0,20%",Distributing,EUR,"Equity,UnitedStates"
LU1852211215,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-acc,MDBA,ETF,"0,18%",Accumulating,EUR,"Bonds,World,Government,Allmaturities"
LU1852212965,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-dis,MDBU,ETF,"0,18%",Distributing,EUR,"Bonds,World,Government,Allmaturities"
LU1407890620,Lyxor US Treasury 10+Y (DR) UCITS ETF - Dist,DJAD,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
LU1407888053,Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist,LYX7,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
LU1812091194,Amundi FTSE Epra Europe Real Estate - UCITS ETF (D),LEEU,ETF,"0,30%",Distributing,EUR,"RealEstate,Europe"
LU1812092168,Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,SELD,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
LU1879532940,Lyxor Inverse USD 10Y Inflation Expectations UCITS ETF - Acc,UINE,ETF,"0,35%",Accumulating,EUR,"Bonds,UnitedStates,Government,7-10"
NL0010731816,VanEck European Equal Weight UCITS ETF,V3ET,ETF,"0,40%",Distributing,EUR,"Equity,Europe,EqualWeighted"
NL0009690239,VanEck Global Real Estate UCITS ETF,TRET,ETF,"0,25%",Distributing,EUR,"RealEstate,World"
NL0009690247,VanEck iBoxx EUR Corporates UCITS ETF,TCBT,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
NL0010273801,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,VIGB,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,3-5"
NL0009690254,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,TGBT,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
NL0011683594,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,VDIV,ETF,"0,38%",Distributing,EUR,"Equity,World,Dividend"
NL0010408704,VanEck Sustainable World Equal Weight UCITS ETF,TSWE,ETF,"0,20%",Distributing,EUR,"Equity,World,EqualWeighted"
IE00BG0SKF03,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),5MVL,ETF,"0,40%",Accumulating,EUR,"Equity,EmergingMarkets,Value"
IE00BGDPWV87,iShares Asia Property Yield UCITS ETF USD (Acc),AYEP,ETF,"0,59%",Accumulating,EUR,"RealEstate,AsiaPacific"
IE00BGDQ0L74,iShares European Property Yield UCITS ETF EUR (Acc),IPRE,ETF,"0,40%",Accumulating,EUR,"RealEstate,Europe"
IE00BG5QQ390,iShares USD Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IU0E,ETF,"0,17%",Accumulating,EUR,"Bonds,UnitedStates,Corporate,0-3"
IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF – USD Acc,WTI2,ETF,"0,40%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
IE00BFXR5W90,L&G Asia Pacific ex Japan Equity UCITS ETF USD Acc,ETLK,ETF,"0,10%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF EUR Acc,ETLN,ETF,"0,10%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BFXR5S54,L&G Global Equity UCITS ETF USD Acc,ETLQ,ETF,"0,10%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BFXR5T61,L&G Japan Equity UCITS ETF USD Acc,ETLR,ETF,"0,10%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
IE00BFXR5Q31,L&G US Equity UCITS ETF USD Acc,ETLS,ETF,"0,05%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
LU1829221024,Lyxor Nasdaq-100 UCITS ETF - Acc,LYMS,ETF,"0,22%",Accumulating,EUR,"Equity,UnitedStates,Technology"
LU1834983477,Lyxor STOXX Europe 600 Banks UCITS ETF - Acc,LBNK,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
LU1834983550,Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc,LBRE,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
LU1834985845,Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc,LFOD,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
LU1834986900,Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc,LHTC,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,HealthCare"
LU1834988278,Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Acc,LOGS,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Energy"
LU1834988518,Lyxor STOXX Europe 600 Technology UCITS ETF - Acc,LTUG,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Technology"
LU1834988609,Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc,LTCM,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Telecommunication"
LU1834988864,Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc,LUTI,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Utilities"
IE00BG0NY640,Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF 1D,ICFP,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Social/Environmental"
LU1834983394,Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LAUT,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Automobile"
LU1834983634,Lyxor STOXX Europe 600 Chemicals UCITS ETF - Acc,LCHM,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
LU1834983808,Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc,LCST,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Industrials"
LU1834984798,Lyxor STOXX Europe 600 Financial Services UCITS ETF - Acc,LFIN,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
LU1834987890,Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF - Acc,LIGS,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Industrials"
LU1834987973,Lyxor STOXX Europe 600 Insurance UCITS ETF - Acc,LIRU,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Insurance"
LU1834988195,Lyxor STOXX Europe 600 Media UCITS ETF - Acc,LMDA,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Media"
LU1834988351,Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc,LPHG,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
LU1834988435,Lyxor STOXX Europe 600 Retail UCITS ETF - Acc,LRET,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Retail"
LU1834988781,Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc,LTVL,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Travel&Leisure"
IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,XAIX,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,XMOV,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
IE00BGV5VM45,Xtrackers S&P Europe ex UK UCITS ETF 1D,XUEK,ETF,"0,09%",Distributing,EUR,"Equity,Europe"
IE00BHJYDV33,Invesco MDAX UCITS ETF,DEAM,ETF,"0,19%",Accumulating,EUR,"Equity,Germany,MidCap"
IE00BGYWT403,Vanguard EUR Corporate Bond UCITS ETF - (EUR) Accumulating,VECA,ETF,"0,09%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BH04GL39,Vanguard EUR Eurozone Government Bond UCITS ETF - (EUR) Accumulating,VGEA,ETF,"0,07%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
LU1900068914,Lyxor MSCI China ESG Leaders Extra (DR) UCITS ETF - Acc,LCHI,ETF,"0,65%",Accumulating,EUR,"Equity,China,Social/Environmental"
LU1829218749,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF,LYTR,ETF,"0,35%",Accumulating,EUR,"Commodities,Broadmarket"
LU1900067940,Lyxor Hong Kong (HSI) UCITS ETF - Dist,LHKG,ETF,"0,65%",Distributing,EUR,"Equity,HongKong"
LU1900068161,Lyxor MSCI AC Asia Ex Japan UCITS ETF - Acc,LASI,ETF,"0,50%",Accumulating,EUR,"Equity,AsiaPacific"
LU1900068328,Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc,LASP,ETF,"0,60%",Accumulating,EUR,"Equity,AsiaPacific"
LU1900066975,Lyxor MSCI Korea UCITS ETF,LKOR,ETF,"0,45%",Accumulating,EUR,"Equity,SouthKorea"
LU1900066033,Lyxor MSCI Semiconductor ESG Filtered UCITS ETF - Acc,LSMC,ETF,"0,45%",Accumulating,EUR,"Equity,World,Technology,Semiconductors"
IE00BGR7L912,iShares USD Treasury Bond 0-1yr UCITS ETF USD (Dist),IBCC,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IEVD,ETF,"0,40%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
LU1859444769,BNP Paribas Easy € Corp Bond SRI PAB UCITS ETF,ASRI,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BGDQ0T50,iShares MSCI EM SRI UCITS ETF USD (Dist),36B5,ETF,"0,25%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE00BGDPWW94,iShares MSCI Europe SRI UCITS ETF EUR (Dist),36B3,ETF,"0,20%",Distributing,EUR,"Equity,Europe,Social/Environmental"
IE00BGDQ0V72,iShares MSCI Japan SRI UCITS ETF USD (Dist),36B4,ETF,"0,20%",Distributing,EUR,"Equity,Japan,Social/Environmental"
IE00BZ173T46,iShares MSCI USA SRI UCITS ETF USD (Dist),36B6,ETF,"0,20%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),2B7K,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BDZZTM54,iShares MSCI World SRI UCITS ETF USD (Dist),2B7J,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
IE00BGPP6473,iShares USD Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),CBUE,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,3-5"
IE00BGPP6697,iShares USD Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IBB1,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
IE00BFY0GT14,SPDR MSCI World UCITS ETF,SPPW,ETF,"0,12%",Accumulating,EUR,"Equity,World"
IE00BF2FNG46,Invesco US Treasury Bond 1-3 Year UCITS ETF Dist,TRD3,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
IE00BF2FNQ44,Invesco US Treasury Bond 3-7 Year UCITS ETF Dist,TRD7,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,5-7"
IE00BF2FN646,Invesco US Treasury Bond 7-10 Year UCITS ETF Dist,TRDX,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
IE00BF2GFH28,Invesco US Treasury Bond UCITS ETF Dist,TRDS,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,Allmaturities"
LU1931975079,Amundi Prime Euro Corporates UCITS ETF DR - EUR (D),PR1C,ETF,"0,05%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
LU1931975152,Amundi Prime Euro Govies UCITS ETF DR - EUR (D),PR1R,ETF,"0,05%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
LU1931974262,Amundi Prime Europe UCITS ETF DR - EUR (D),PR1E,ETF,"0,05%",Distributing,EUR,"Equity,Europe"
LU1931974429,Amundi Prime Eurozone UCITS ETF DR - EUR (D),PR1Z,ETF,"0,05%",Distributing,EUR,"Equity,Europe"
LU1931975236,Amundi Prime Global Govies UCITS ETF DR - EUR (D),PR1G,ETF,"0,05%",Distributing,EUR,"Bonds,World,Government,Allmaturities"
LU1931974692,Amundi Prime Global UCITS ETF DR - USD (D),PR1W,ETF,"0,05%",Distributing,EUR,"Equity,World"
LU1931974775,Amundi Prime Japan UCITS ETF DR - JPY (D),PR1J,ETF,"0,05%",Distributing,EUR,"Equity,Japan"
LU1931975319,Amundi Prime US Treasury UCITS ETF DR - USD (D),PR1S,ETF,"0,05%",Distributing,EUR,"Bonds,UnitedStates,Government,Allmaturities"
LU1931974858,Amundi Prime USA UCITS ETF DR - USD (D),PR1U,ETF,"0,05%",Distributing,EUR,"Equity,UnitedStates"
IE00BZ048579,iShares USD Corp Bond 0-3yr ESG UCITS ETF USD (Dist),SNAV,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,0-3"
IE00BDDRDW15,iShares J.P. Morgan ESG USD EM Bond UCITS ETF USD (Dist),36B1,ETF,"0,45%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
IE00BGBN6P67,Invesco CoinShares Global Blockchain UCITS ETF Acc,BNXG,ETF,"0,65%",Accumulating,EUR,"Equity,World,Technology,Blockchain"
LU1900066207,Lyxor MSCI Brazil UCITS ETF - Acc,LBRA,ETF,"0,65%",Accumulating,EUR,"Equity,Brazil"
LU1900066462,Lyxor MSCI Eastern Europe ex Russia UCITS ETF - Acc,LEER,ETF,"0,50%",Accumulating,EUR,"Equity,EasternEurope"
LU1900066629,Lyxor MSCI EM Latin America UCITS ETF - Acc,LLAM,ETF,"0,65%",Accumulating,EUR,"Equity,LatinAmerica"
LU1900065811,Lyxor MSCI Indonesia UCITS ETF - Acc,LYXI,ETF,"0,45%",Accumulating,EUR,"Equity,Indonesia"
LU1923627092,Lyxor MSCI Russia UCITS ETF - Acc,LRUS,ETF,"0,65%",Accumulating,EUR,"Equity,Russia"
LU1900067601,Lyxor MSCI Turkey UCITS ETF - Acc,LTUR,ETF,"0,45%",Accumulating,EUR,"Equity,Turkey"
IE00BF2FN869,Invesco US Treasury Bond 7-10 Year UCITS ETF - EUR Hdg Dist,TRDE,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
LU1691909508,Lyxor Global Gender Equality (DR) UCITS ETF - Acc,VOOM,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental,GenderEquality"
LU1841731745,Lyxor MSCI China UCITS ETF – Acc,L4K3,ETF,"0,29%",Accumulating,EUR,"Equity,China"
IE00B8X9NY41,First Trust Eurozone AlphaDEX UCITS ETF,FTGE,ETF,"0,65%",Accumulating,EUR,"Equity,Europe,Multi-FactorStrategy"
LU1861138961,Amundi Index MSCI Emerging Markets SRI PAB UCITS ETF DR (C),AMEI,ETF,"0,25%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE00BJK9H860,JPM BetaBuilders US Equity UCITS ETF,BBUD,ETF,"0,04%",Distributing,EUR,"Equity,UnitedStates"
IE00BJK9H753,JPM BetaBuilders US Equity UCITS ETF,BBUS,ETF,"0,04%",Accumulating,EUR,"Equity,UnitedStates"
IE00BHXMHQ65,UBS ETF (IE) S&P 500 ESG UCITS ETF (hedged to EUR) A-acc,S5SG,ETF,"0,17%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BHXMHK04,UBS ETF (IE) S&P 500 ESG UCITS ETF (USD) A-dis,S5SD,ETF,"0,12%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
LU1806495575,Amundi Index US CORP SRI UCITS ETF DR - USD (C),UCRP,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BHZPJ015,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),EDM4,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BHZPJ783,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),EDM6,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BHZPJ452,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Acc),EDMJ,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
IE00BHZPJ908,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),EDMU,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BHZPJ569,iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),EDMW,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BJSFQW37,iShares Global Corp Bond UCITS ETF EUR Hedged (Dist),36B7,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BJSFR200,iShares Global High Yield Corp Bond UCITS ETF EUR Hedged (Dist),HYLE,ETF,"0,55%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BJ5JPH63,iShares J.P. Morgan USD EM Bond UCITS ETF EUR Hedged (Acc),3SUD,ETF,"0,50%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
IE00BJQTJ848,HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Acc,W311,ETF,"0,59%",Accumulating,EUR,"Equity,World,HealthCare,Innovation"
IE00BYYR0489,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),IUSS,ETF,"0,60%",Accumulating,EUR,"Equity,SaudiArabia"
IE00BJ5JPJ87,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),IUSW,ETF,"0,60%",Distributing,EUR,"Equity,SaudiArabia"
LU1852211991,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (hedged to EUR) A-acc,MDBE,ETF,"0,23%",Accumulating,EUR,"Bonds,World,Government,Allmaturities"
IE00BJK9HD13,JPM BetaBuilders EUR Govt Bond UCITS ETF,BBEG,ETF,"0,10%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
IE00BJK9HH50,JPM BetaBuilders US Treasury Bond UCITS ETF,BBTR,ETF,"0,10%",Accumulating,EUR,"Bonds,UnitedStates,Government,Allmaturities"
IE00BHZPHZ28,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Dist),EMNE,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
IE00BHZPJ676,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),EMNU,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
IE00BHZPJ346,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist),EMNJ,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental"
IE00BHZPJ890,iShares MSCI USA ESG Enhanced UCITS ETF USD (Dist),OM3L,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BG11HV38,iShares MSCI World ESG Enhanced UCITS ETF USD (Dist),EMND,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
FR0011720911,Lyxor MSCI China A (DR) UCITS ETF - Acc,CNAA,ETF,"0,35%",Accumulating,EUR,"Equity,China"
IE00BYXYX521,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,XAAG,ETF,"0,19%",Accumulating,EUR,"Commodities,Broadmarket"
IE00BPRCH686,Invesco JPX-Nikkei 400 UCITS ETF Acc,SMLN,ETF,"0,19%",Accumulating,EUR,"Equity,Japan"
IE00B94ZB998,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Acc,SMLP,ETF,"0,50%",Accumulating,EUR,"Equity,UnitedStates,Energy,MLP"
IE00B8CJW150,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,SMLD,ETF,"0,50%",Distributing,EUR,"Equity,UnitedStates,Energy,MLP"
IE00BYX5K108,Invesco MSCI Europe ex-UK UCITS ETF Acc,MXUK,ETF,"0,20%",Accumulating,EUR,"Equity,Europe"
IE00BYML9W36,Invesco S&P 500 UCITS ETF Dist,D500,ETF,"0,05%",Distributing,EUR,"Equity,UnitedStates"
IE00B3DWVS88,Invesco MSCI Emerging Markets UCITS ETF Acc,EMSM,ETF,"0,19%",Accumulating,EUR,"Equity,EmergingMarkets"
IE00B3YCGJ38,Invesco S&P 500 UCITS ETF Acc,P500,ETF,"0,05%",Accumulating,EUR,"Equity,UnitedStates"
LU1953136527,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF,EMEC,ETF,"0,30%",Accumulating,EUR,"Equity,World,Social/Environmental,CircularEconomy"
IE00BHZRQY00,Franklin FTSE Brazil UCITS ETF,FLXB,ETF,"0,19%",Accumulating,EUR,"Equity,Brazil"
IE00BHZRR147,Franklin FTSE China UCITS ETF,FLXC,ETF,"0,19%",Accumulating,EUR,"Equity,China"
IE00BHZRR030,Franklin FTSE Korea UCITS ETF,FLXK,ETF,"0,09%",Accumulating,EUR,"Equity,SouthKorea"
IE00BKBF6H24,iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IWLE,ETF,"0,30%",Distributing,EUR,"Equity,World"
IE00BD4TXV59,UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,UETW,ETF,"0,30%",Accumulating,EUR,"Equity,World"
LU1048313974,UBS ETF (LU) MSCI Emerging Markets Socially Responsible UCITS ETF (USD) A-acc,UETE,ETF,"0,27%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE00BGYWFK87,Vanguard USD Corporate Bond UCITS ETF - (USD) Accumulating,VUCE,ETF,"0,09%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BJL36X53,SPDR ICE BofAML 0-5 Year EM USD Government Bond EUR Hdg UCITS ETF (Acc),ZPR6,ETF,"0,47%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,3-5"
IE00B979GK47,SPDR S&P U.S. Dividend Aristocrats EUR Hdg UCITS ETF (Dist),SPPD,ETF,"0,40%",Distributing,EUR,"Equity,UnitedStates,Dividend"
IE00BJQRDL90,Invesco MSCI Europe ESG Universal Screened UCITS ETF,ESGE,ETF,"0,16%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
IE00BJQRDM08,Invesco MSCI USA ESG Universal Screened UCITS ETF,ESGU,ETF,"0,09%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
